File with results:  out,,,,,Filtered,B,0.1,,,,,,,,,,,,,,,,
51.076,-0.00176714872941375,-0.00117809919174761,,,51.076,-0.001636329233195,,,,,,,,,,,,,-0.01334314564083,-0.00658593290432236,0.0148799881657425,21.4649,47
51.157,-0.00176714872941375,-0.00117809919174761,,,51.157,-0.00164941118281687,,,,,,,,,,,,,0.00391405463946261,0.013887303499939,0.0144283409378943,21.9216,48
51.239,-0.000589049595873803,0,,,51.239,-0.00154337502412257,,,,,,,,,,,,,-0.004513386264272,-0.00108999198854969,0.00464313882041251,22.3783,49
51.612,-0.00235619838349521,-0.00117809919174761,,,51.612,-0.00162465736005983,,,,,,,,,,,,,0.00374972542333666,0.00123404625630875,0.00394757025436241,22.835,50
51.688,-0.00176714872941375,-0.00117809919174761,,,51.688,-0.00163890649699522,,,,,,,,,,,,,-0.0144452101893746,0.000434757126492776,0.0144517511455964,23.2917,51
51.764,-0.00235619838349521,-0.00117809919174761,,,51.764,-0.00171063568564522,,,,,,,,,,,,,-0.0237596407539216,-0.00224236982480614,0.0238652205350509,23.7484,52
51.837,-0.000589049595873803,-0.000589049595873803,,,51.837,-0.00159847707666808,,,,,,,,,,,,,-0.00611856924230779,-0.0102354072313281,0.0119247830489296,24.2051,53
51.908,-0.00117809919174761,-0.000589049595873803,,,51.908,-0.00155643928817603,,,,,,,,,,,,,0.00755386160701248,0.00451977900493927,0.00880279656878353,24.6618,54
51.983,-0.00176714872941375,-0.00117809919174761,,,51.983,-0.0015775102322998,,,,,,,,,,,,,0.00164835678192625,-0.0164989925207487,0.0165811288602509,25.1185,55
52.059,-0.00235619838349521,-0.00176714872941375,,,52.059,-0.00165537904741935,,,,,,,,,,,,,-0.0022377857031377,0.000422919053112194,0.00227739881853241,25.5752,56
52.132,-0.0035342974588275,-0.00117809919174761,,,52.132,-0.00184327088856016,,,,,,,,,,,,,0.00760531139458075,-0.0077915402049867,0.0108880145193908,26.0319,57
52.206,-0.00176714872941375,-0.00117809919174761,,,52.206,-0.00183565867264552,,,,,,,,,,,,,-0.00963531074126521,-0.0014125735673294,0.00973830463498952,26.4886,58
52.279,-0.000589049595873803,-0.00117809919174761,,,52.279,-0.00171099776496835,,,,,,,,,,,,,0.00241545023746701,0.010595133029602,0.0108669795143196,26.9453,59
52.36,-0.00176714872941375,-0.000589049595873803,,,52.36,-0.00171661286141289,,,,,,,,,,,,,0.00757981299607703,0.00069418095610725,0.00761153415911144,27.402,60
52.431,-0.00235619838349521,-0.00117809919174761,,,52.431,-0.00178057141362112,,,,,,,,,,,,,0.00839916460926309,0.00280447069302816,0.00885499983069178,27.8587,61
52.507,-0.000589049595873803,-0.000589049595873803,,,52.507,-0.00166141923184639,,,,,,,,,,,,,0.0123785540745895,-0.0043711269754303,0.0131276559984207,28.3154,62
52.576,-0.00235619838349521,-0.00117809919174761,,,52.576,-0.00173089714701127,,,,,,,,,,,,,-0.00729355908857183,-0.00683404982190664,0.00999501081274007,28.7721,63
52.653,0,0,,,52.653,-0.00155780743231014,,,,,,,,,,,,,-0.000335813159701392,-0.00936800905291712,0.00937402603440836,29.2288,64
52.725,-0.00176714872941375,-0.00117809919174761,,,52.725,-0.0015787415620205,,,,,,,,,,,,,-0.0060938925449701,0.0173860628283447,0.0184231025351538,29.6855,65
52.797,-0.00235619838349521,-0.00117809919174761,,,52.797,-0.00165648724416797,,,,,,,,,,,,,0.0150322872881373,0.0127222143682264,0.0196932577179146,30.1422,66
52.872,-0.00176714872941375,-0.00117809919174761,,,52.872,-0.00166755339269255,,,,,,,,,,,,,0.017609509624907,0.017783467413914,0.0250269163600199,30.5989,67
52.951,-0.00117809919174761,-0.000589049595873803,,,52.951,-0.00161860797259806,,,,,,,,,,,,,-0.000482056383812175,0.0140478881204722,0.0140561566227215,31.0556,68
53.024,-0.00176714872941375,-0.00117809919174761,,,53.024,-0.00163346204827963,,,,,,,,,,,,,0.00475613305151406,-0.00373150044931208,0.00604523756414259,31.5123,69
53.1,-0.00117809919174761,-0.00117809919174761,,,53.1,-0.00158792576262642,,,,,,,,,,,,,0.00727382828576324,-0.00545298007467659,0.00909085087467555,31.969,70
53.172,-0.00176714872941375,-0.000589049595873803,,,53.172,-0.00160584805930516,,,,,,,,,,,,,0.00027114712149611,-0.00527083420811317,0.00527780390038429,32.4257,71
53.244,-0.00235619838349521,-0.00117809919174761,,,53.244,-0.00168088309172416,,,,,,,,,,,,,0.00960275074210209,0.0134738819076314,0.0165456433986635,32.8824,72
53.315,-0.00176714872941375,-0.00117809919174761,,,53.315,-0.00168950965549312,,,,,,,,,,,,,0.00558649862149936,-0.00681162166128302,0.00880949240901394,33.3391,73
53.388,-0.00117809919174761,0,,,53.388,-0.00163836860911857,,,,,,,,,,,,,-0.00112414799731596,0.000314574642354351,0.00116733282549659,33.7958,74
53.459,-0.000589049595873803,0,,,53.459,-0.00153343670779409,,,,,,,,,,,,,-0.00135074387705888,0.000399678358243337,0.00140863473315836,34.2525,75
53.535,-0.000589049595873803,0,,,53.535,-0.00143899799660206,,,,,,,,,,,,,-0.00148893058602183,-0.000115768234457507,0.00149342444539411,34.7092,76
53.601,-0.00176714872941375,-0.00117809919174761,,,53.601,-0.00147181306988323,,,,,,,,,,,,,0.00992459397941965,0.0212673549407359,0.0234690850233148,35.1659,77
53.675,-0.00176714872941375,-0.000589049595873803,,,53.675,-0.00150134663583628,,,,,,,,,,,,,-0.00915946273841289,0.00709070025189682,0.0115833409566767,35.6226,78
53.747,-0.00176714872941375,-0.00117809919174761,,,53.747,-0.00152792684519403,,,,,,,,,,,,,-0.0101570744155716,0.00974532448466957,0.0140761326363088,36.0793,79
53.819,-0.00176714872941375,-0.00117809919174761,,,53.819,-0.001551849033616,,,,,,,,,,,,,-0.00976541493057227,0.00794938016001813,0.0125919011151904,36.536,80
53.895,-0.00117809919174761,-0.000589049595873803,,,53.895,-0.00151447404942916,,,,,,,,,,,,,0.0128880843014623,-0.00574848612787303,0.0141119739839595,36.9927,81
53.968,-0.00176714872941375,-0.00117809919174761,,,53.968,-0.00153974151742762,,,,,,,,,,,,,-0.00128309568091574,0.00837518917544461,0.00847290553770483,37.4494,82
54.044,-0.00176714872941375,-0.00117809919174761,,,54.044,-0.00156248223862623,,,,,,,,,,,,,-0.0073927128654578,0.00512656125519445,0.00899632334981164,37.9061,83
54.121,-0.00117809919174761,0,,,54.121,-0.00152404393393837,,,,,,,,,,,,,-0.000284845794471518,0.00538333267308021,0.00539086336273523,38.3628,84
54.375,-0.00117809919174761,0,,,54.375,-0.00148944945971929,,,,,,,,,,,,,0.0230379871679578,0.00397286601021145,0.0233780349278138,38.8195,85
54.448,-0.000589049595873803,0,,,54.448,-0.00139940947333475,,,,,,,,,,,,,0.0053643105153686,0.0111334346263053,0.0123583653402668,39.2762,86
54.683,-0.00235619838349521,-0.00117809919174761,,,54.683,-0.00149508836435079,,,,,,,,,,,,,-0.00401023678505187,0.0141658384170012,0.0147225329725822,39.7329,87
54.756,-0.00235619838349521,-0.00235619838349521,,,54.756,-0.00158119936626523,,,,,,,,,,,,,0.007526738388626,-0.00169008640658384,0.00771415470628739,40.1896,88
54.989,-0.00117809919174761,0,,,54.989,-0.00154088934881347,,,,,,,,,,,,,0.003721528274368,-0.00905495858335173,0.00978989518039573,40.6463,89
55.063,-0.00235619838349521,-0.00117809919174761,,,55.063,-0.00162242025228164,,,,,,,,,,,,,-0.0066693970915731,-0.00477258465001176,0.00820112320396491,41.103,90
55.141,-0.000589049595873803,-0.00117809919174761,,,55.141,-0.00151908318664086,,,,,,,,,,,,,-0.013644234826503,0.0126859636625048,0.0186305882367452,41.5597,91
55.216,-0.00117809919174761,-0.00117809919174761,,,55.216,-0.00148498478715154,,,,,,,,,,,,,-0.0117268851605579,0.0023474922214432,0.0119595382560804,42.0164,92
55.292,-0.00176714872941375,-0.00117809919174761,,,55.292,-0.00151320118137776,,,,,,,,,,,,,-0.00995144062369732,0.0048041529251031,0.0110503871341573,42.4731,93
55.611,-0.000589049595873803,0,,,55.611,-0.00142078602282736,,,,,,,,,,,,,-0.00455831284540647,0.00386877569757547,0.00597876587555895,42.9298,94
55.911,-0.00176714872941375,-0.00117809919174761,,,55.911,-0.001455422293486,,,,,,,,,,,,,0.0164184709126912,0.0115246932122908,0.0200595299234131,43.3865,95
55.985,-0.00176714872941375,-0.00117809919174761,,,55.985,-0.00148659493707877,,,,,,,,,,,,,0.0149672136749442,0.0160075475358336,0.0219148137866469,43.8432,96
56.227,-0.00117809919174761,-0.00117809919174761,,,56.227,-0.00145574536254566,,,,,,,,,,,,,0.0149437129451343,0.00758745264033854,0.0167595940928161,44.2999,97
56.524,-0.000589049595873803,-0.000589049595873803,,,56.524,-0.00136907578587847,,,,,,,,,,,,,0.0027150804372106,-0.00293532480694323,0.0039984738967236,44.7566,98
56.596,-0.000589049595873803,0,,,56.596,-0.00129107316687801,,,,,,,,,,,,,-0.00950267889037476,-0.00522681796572602,0.0108453000023241,45.2133,99
56.671,-0.00117809919174761,-0.000589049595873803,,,56.671,-0.00127977576936497,,,,,,,,,,,,,0.0057560604087121,-0.00857438558661124,0.010327260992956,45.67,100
56.745,-0.000589049595873803,-0.000589049595873803,,,56.745,-0.00121070315201585,,,,,,,,,,,,,-0.0088848569831908,-0.00794383545515793,0.0119182719112453,46.1267,101
56.842,-0.00176714872941375,-0.00117809919174761,,,56.842,-0.00126634770975564,,,,,,,,,,,,,-0.00341312580217102,0.00637066466009334,0.00722736438494752,46.5834,102
57.15,-0.00176714872941375,-0.00117809919174761,,,57.15,-0.00131642781172145,,,,,,,,,,,,,0.0043063636818725,-0.0139926082377767,0.0146402818776295,47.0401,103
57.454,-0.00294524780474603,-0.00117809919174761,,,57.454,-0.00147930981102391,,,,,,,,,,,,,0.00269141771934083,-0.000695722900140436,0.00277988483462204,47.4968,104
57.754,-0.00176714872941375,0,,,57.754,-0.00150809370286289,,,,,,,,,,,,,0.0095876276551796,0.0124587257833492,0.0157207650004398,47.9535,105
57.829,-0.000589049595873803,-0.000589049595873803,,,57.829,-0.00141618929216398,,,,,,,,,,,,,-0.0139221834834285,0.0109860528633009,0.0177347272451958,48.4102,106
58.069,-0.00235619838349521,-0.00117809919174761,,,58.069,-0.00151019020129711,,,,,,,,,,,,,0.0159045221142327,0.00556140961670742,0.0168488308379817,48.8669,107
58.131,-0.000589049595873803,0,,,58.131,-0.00141807614075478,,,,,,,,,,,,,-0.0056465845841052,0.00401844774048681,0.0069305006823806,49.3236,108
58.376,-0.000589049595873803,-0.00117809919174761,,,58.376,-0.00133517348626668,,,,,,,,,,,,,-0.0116457958558495,0.00606001701143293,0.0131281517090175,49.7803,109
58.688,-0.00176714872941375,-0.00117809919174761,,,58.688,-0.00137837101058139,,,,,,,,,,,,,0.00372606276072528,-0.0019931311387018,0.00422564970542122,50.237,110
58.768,-0.00176714872941375,-0.00117809919174761,,,58.768,-0.00141724878246462,,,,,,,,,,,,,0.0157929543688196,-0.00882023603395124,0.0180890566749687,50.6937,111
58.994,-0.00117809919174761,-0.000589049595873803,,,58.994,-0.00139333382339292,,,,,,,,,,,,,0.00487864582739191,-0.0155220625071181,0.0162706978825129,51.1504,112
59.299,-0.00235619838349521,-0.00117809919174761,,,59.299,-0.00148962027940315,,,,,,,,,,,,,0.00998540509584525,-0.00177352397852505,0.0101416814301444,51.6071,113
59.374,-0.00176714872941375,-0.00117809919174761,,,59.374,-0.00151737312440421,,,,,,,,,,,,,-0.0101486251825917,-0.00896649752132477,0.0135422550151981,52.0638,114
59.446,-0.00117809919174761,-0.000589049595873803,,,59.446,-0.00148344573113855,,,,,,,,,,,,,0.00944507256217336,-0.00567570671281803,0.0110192124217045,52.5205,115
59.517,-0.00117809919174761,-0.000589049595873803,,,59.517,-0.00145291107719945,,,,,,,,,,,,,-0.00270393830658306,-0.00342087746719288,0.00436046843944033,52.9772,116
59.591,-0.00117809919174761,-0.000589049595873803,,,59.591,-0.00142542988865427,,,,,,,,,,,,,-0.0014586729914548,-0.00682575910224826,0.00697987924092707,53.4339,117
59.664,-0.00117809919174761,0,,,59.664,-0.0014006968189636,,,,,,,,,,,,,0.00782144204482451,0.0174670547576339,0.0191382590004088,53.8906,118
59.737,-0.00117809919174761,0,,,59.737,-0.001378437056242,,,,,,,,,,,,,-0.00307463230106486,-0.00866466388438724,0.00919400696193754,54.3473,119
59.804,-0.00117809919174761,-0.000589049595873803,,,59.804,-0.00135840326979256,,,,,,,,,,,,,0.0172038368547074,-0.000621635336226502,0.0172150641304246,54.804,120
59.876,-0.000589049595873803,-0.000589049595873803,,,59.876,-0.00128146790240069,,,,,,,,,,,,,-0.000268406907143271,-0.00770424519128224,0.007708919265059,55.2607,121
59.947,-0.00235619838349521,-0.00176714872941375,,,59.947,-0.00138894095051014,,,,,,,,,,,,,-0.0112373773872624,0.00346969476439843,0.0117608431798851,55.7174,122
60.02,-0.00117809919174761,-0.000589049595873803,,,60.02,-0.00136785677463389,,,,,,,,,,,,,0.0175028868568433,0.00311991853712757,0.0177787777983125,56.1741,123
60.092,-0.00235619838349521,-0.00117809919174761,,,60.092,-0.00146669093552002,,,,,,,,,,,,,0.00369799394813359,-0.00568004774474054,0.0067777652381124,56.6308,124
60.165,-0.00235619838349521,-0.00117809919174761,,,60.165,-0.00155564168031754,,,,,,,,,,,,,2.11651691200063E-05,-0.00934532066391394,0.00934534463119262,57.0875,125
60.249,-0.00176714872941375,-0.00117809919174761,,,60.249,-0.00157679238522716,,,,,,,,,,,,,-0.00714061599357068,0.0068782203069685,0.00991455048697778,57.5442,126
60.324,-0.00117809919174761,-0.000589049595873803,,,60.324,-0.0015369230658792,,,,,,,,,,,,,0.00576783572090337,-0.00370041990438248,0.00685281229657423,58.0009,127
60.396,-0.00235619838349521,-0.00117809919174761,,,60.396,-0.0016188505976408,,,,,,,,,,,,,-0.0107419154420512,-0.0166767760686763,0.0198369253517009,58.4576,128
60.469,-0.000589049595873803,-0.000589049595873803,,,60.469,-0.0015158704974641,,,,,,,,,,,,,-0.00742666083655234,-0.000818019075586592,0.00747157589730599,58.9143,129
60.537,-0.000589049595873803,0,,,60.537,-0.00142318840730507,,,,,,,,,,,,,0.0121988481320046,0.00233402372938172,0.0124201273148478,59.371,130
60.609,-0.000589049595873803,-0.000589049595873803,,,60.609,-0.00133977452616195,,,,,,,,,,,,,-0.0105722601064443,0.000972442409673522,0.010616888809743,59.8277,131
60.676,-0.00176714872941375,-0.00117809919174761,,,60.676,-0.00138251194648713,,,,,,,,,,,,,0.00921731956728033,-0.000151868502083354,0.00921857060759931,60.2844,132
60.75,-0.00117809919174761,0,,,60.75,-0.00136207067101318,,,,,,,,,,,,,-0.00514789688392582,-0.029463364073876,0.0299097085388223,60.7411,133
60.82,-0.00294524780474603,-0.00117809919174761,,,60.82,-0.00152038838438646,,,,,,,,,,,,,-0.0171969615370706,0.0110394433465311,0.0204353809729291,61.1978,134
60.893,-0.00176714872941375,-0.000589049595873803,,,60.893,-0.00154506441888919,,,,,,,,,,,,,-0.00665912334583849,-0.00622920176994752,0.00911849101692865,61.6545,135
60.971,-0.00117809919174761,0,,,60.971,-0.00150836789617503,,,,,,,,,,,,,0.0166556161739511,-0.0162681709271568,0.0232822450689184,62.1112,136
61.037,-0.00471239676699042,-0.0035342974588275,,,61.037,-0.00182877078325657,,,,,,,,,,,,,-0.016934294890219,0.0022705570064963,0.0170858354360753,62.5679,137
61.112,-0.00176714872941375,-0.000589049595873803,,,61.112,-0.00182260857787229,,,,,,,,,,,,,0.00605828255740793,-0.0170972709814726,0.0181388936420968,63.0246,138
61.184,-0.00176714872941375,-0.00117809919174761,,,61.184,-0.00181706259302643,,,,,,,,,,,,,-0.000257747862142784,-0.00306151716552944,0.00307234785062997,63.4813,139
61.264,-0.00176714872941375,-0.00117809919174761,,,61.264,-0.00181207120666517,,,,,,,,,,,,,0.00131485254217385,-0.0106779951271692,0.010758643833844,63.938,140
61.336,-0.00235619838349521,-0.00176714872941375,,,61.336,-0.00186648392434817,,,,,,,,,,,,,-0.000187723114095083,-0.00651337524750006,0.00651607988612111,64.3947,141
61.405,-0.000589049595873803,0,,,61.405,-0.00173874049150073,,,,,,,,,,,,,0.0256497033642358,-0.00470212495812919,0.0260771405985233,64.8514,142
61.478,-0.000589049595873803,-0.00117809919174761,,,61.478,-0.00162377140193804,,,,,,,,,,,,,0.00957091886981281,-0.00378490471043584,0.0102921325137028,65.3081,143
61.548,-0.00176714872941375,-0.00117809919174761,,,61.548,-0.00163810913468561,,,,,,,,,,,,,0.0138578339897147,0.00102626025478251,0.0138957825615199,65.7648,144
61.621,-0.00235619838349521,-0.00117809919174761,,,61.621,-0.00170991805956657,,,,,,,,,,,,,3.04463517953457E-05,0.0035305878958082,0.00353071917183526,66.2215,145
61.694,-0.00117809919174761,0,,,61.694,-0.00165673617278467,,,,,,,,,,,,,-0.0132806123703604,0.00967963350213549,0.0164338056964123,66.6782,146
61.764,-0.000589049595873803,-0.000589049595873803,,,61.764,-0.00154996751509359,,,,,,,,,,,,,0.00642485774524822,0.00352919991048234,0.00733035122315599,67.1349,147
61.84,-0.00117809919174761,-0.00117809919174761,,,61.84,-0.00151278068275899,,,,,,,,,,,,,0.0290875336449696,0.00572521067657916,0.0296456177341349,67.5916,148
61.909,-0.00117809919174761,-0.00117809919174761,,,61.909,-0.00147931253365785,,,,,,,,,,,,,-0.0120283100507314,-0.0266419600629127,0.0292313920070591,68.0483,149
61.981,-0.00117809919174761,-0.000589049595873803,,,61.981,-0.00144919119946683,,,,,,,,,,,,,-0.00395093633080698,0.0182506607265448,0.0186734173317456,68.505,150
62.052,-0.00235619838349521,-0.00117809919174761,,,62.052,-0.00153989191786966,,,,,,,,,,,,,0.0115359115570639,-0.00633837328672773,0.0131625313437159,68.9617,151
62.125,-0.000589049595873803,-0.00117809919174761,,,62.125,-0.00144480768567008,,,,,,,,,,,,,0.00269732894631652,-0.0053317823809178,0.00597523947654841,69.4184,152
62.205,-0.000589049595873803,-0.000589049595873803,,,62.205,-0.00135923187669045,,,,,,,,,,,,,0.00563064769154954,0.0149365071271293,0.0159625636595485,69.8751,153
62.277,-0.00117809919174761,-0.000589049595873803,,,62.277,-0.00134111860819617,,,,,,,,,,,,,-0.00144156392843089,0.0151561894003283,0.0152245914131834,70.3318,154
62.35,-0.000589049595873803,-0.000589049595873803,,,62.35,-0.00126591170696393,,,,,,,,,,,,,0.00260828408740774,0.00702927455375735,0.00749758938811169,70.7885,155
62.427,-0.00176714872941375,-0.000589049595873803,,,62.427,-0.00131603540920891,,,,,,,,,,,,,0.0111254698703682,0.0167599600932083,0.020116469425881,71.2452,156
62.502,-0.00176714872941375,-0.00117809919174761,,,62.502,-0.0013611467412294,,,,,,,,,,,,,-0.0067362349855342,0.00448806860016662,0.00809441916014586,71.7019,157
62.575,-0.00117809919174761,0,,,62.575,-0.00134284198628122,,,,,,,,,,,,,-0.00957220139323672,0.00903106998684434,0.0131600632452874,72.1586,158
62.646,-0.00117809919174761,0,,,62.646,-0.00132636770682786,,,,,,,,,,,,,0.0150510327109352,0.0178131413149943,0.0233204114280516,72.6153,159
62.713,-0.00117809919174761,-0.000589049595873803,,,62.713,-0.00131154085531983,,,,,,,,,,,,,0.00404250753159314,-0.0118086129369331,0.0124813944187855,73.072,160
62.786,-0.00176714872941375,-0.00117809919174761,,,62.786,-0.00135710164272922,,,,,,,,,,,,,-0.00836972472034334,-0.00776060527103917,0.0114139951842993,73.5287,161
62.861,-0.000589049595873803,0,,,62.861,-0.00128029643804368,,,,,,,,,,,,,0.00362300176968455,-0.007968150093471,0.00875314559088441,73.9854,162
62.933,-0.00117809919174761,-0.000589049595873803,,,62.933,-0.00127007671341407,,,,,,,,,,,,,0.00608982557489614,-0.0113286879322937,0.0128617707101299,74.4421,163
63.004,-0.00117809919174761,-0.00117809919174761,,,63.004,-0.00126087896124743,,,,,,,,,,,,,0.00484373081153662,0.00329867934537735,0.00586029125541114,74.8988,164
63.074,-0.00117809919174761,0,,,63.074,-0.00125260098429744,,,,,,,,,,,,,0.00654685434200774,-0.010920720522576,0.0127327702605395,75.3555,165
63.146,-0.000589049595873803,-0.000589049595873803,,,63.146,-0.00118624584545508,,,,,,,,,,,,,-0.0118559270122753,0.0048226328153588,0.0127992496886409,75.8122,166
63.233,-0.00176714872941375,-0.00117809919174761,,,63.233,-0.00124433613385095,,,,,,,,,,,,,-0.0182953346853541,-0.00862319369647872,0.0202256950628677,76.2689,167
63.307,-0.000589049595873803,0,,,63.307,-0.00117880748005323,,,,,,,,,,,,,0.015059201483031,0.0304597629318944,0.0339790627765648,76.7256,168
63.592,-0.00176714872941375,-0.00117809919174761,,,63.592,-0.00123764160498928,,,,,,,,,,,,,0.0163059453591253,0.00620124946616472,0.0174453245597893,77.1823,169
63.669,-0.00176714872941375,-0.00117809919174761,,,63.669,-0.00129059231743173,,,,,,,,,,,,,-0.0112074960435473,-0.0117859508031307,0.0162639664258122,77.639,170
63.741,-0.00117809919174761,0,,,63.741,-0.00127934300486332,,,,,,,,,,,,,0.00557547012400688,-0.0133660438649669,0.0144822993928421,78.0957,171
63.813,-0.00176714872941375,-0.00117809919174761,,,63.813,-0.00132812357731836,,,,,,,,,,,,,-0.00849192605200038,-0.00314283733673941,0.00905484591795167,78.5524,172
64.207,-0.00176714872941375,-0.00117809919174761,,,64.207,-0.0013720260925279,,,,,,,,,,,,,-0.00168132771110815,0.00310410467333217,0.00353020235895095,79.0091,173
64.282,-0.00235619838349521,-0.000589049595873803,,,64.282,-0.00147044332162463,,,,,,,,,,,,,0.00994008565538286,-0.0113700212413082,0.0151024066249108,79.4658,174
64.353,-0.00117809919174761,-0.00117809919174761,,,64.353,-0.00144120890863693,,,,,,,,,,,,,-0.0122323801115112,0.00127558863379928,0.0122987092637875,79.9225,175
64.429,-0.000589049595873803,0,,,64.429,-0.00135599297736062,,,,,,,,,,,,,-0.00506109795603543,-0.0111781323024127,0.0122705074993183,80.3792,176
64.503,-0.00117809919174761,0,,,64.503,-0.00133820359879931,,,,,,,,,,,,,-0.0103272088506823,0.00382630142779041,0.0110132567963306,80.8359,177
64.577,-0.00176714872941375,-0.00117809919174761,,,64.577,-0.00138109811186076,,,,,,,,,,,,,-0.01424133725651,-0.00354040161662869,0.0146748127913336,81.2926,178
64.649,-0.00117809919174761,-0.000589049595873803,,,64.649,-0.00136079821984944,,,,,,,,,,,,,-0.00333711641879105,-0.00485721373532567,0.00589312067271672,81.7493,179
64.721,-0.00117809919174761,-0.00117809919174761,,,64.721,-0.00134252831703926,,,,,,,,,,,,,-0.0035978496479416,0.00951482997839213,0.0101723405176441,82.206,180
64.795,-0.0035342974588275,-0.00176714872941375,,,64.795,-0.00156170523121808,,,,,,,,,,,,,0.0233269620014182,0.00681300164089405,0.0243015256223644,82.6627,181
64.869,-0.00176714872941375,-0.00117809919174761,,,64.869,-0.00158224958103765,,,,,,,,,,,,,0.0187178937395823,-0.00339339078156501,0.0190230031026309,83.1194,182
64.947,-0.000589049595873803,-0.000589049595873803,,,64.947,-0.00148292958252126,,,,,,,,,,,,,-0.0249879036102843,0.0155050163537156,0.0294074966456829,83.5761,183
65.023,-0.00294524780474603,-0.00176714872941375,,,65.023,-0.00162916140474374,,,,,,,,,,,,,-0.0041366807017549,-0.00335560385778356,0.00532655653106614,84.0328,184
65.094,-0.00176714872941375,-0.000589049595873803,,,65.094,-0.00164296013721074,,,,,,,,,,,,,-0.018109148846966,0.00166235135165185,0.0181852875692937,84.4895,185
65.17,-0.00117809919174761,-0.00117809919174761,,,65.17,-0.00159647404266443,,,,,,,,,,,,,-0.0153483867458049,-0.01044623946849,0.0185660145085541,84.9462,186
65.241,-0.00117809919174761,-0.000589049595873803,,,65.241,-0.00155463655757275,,,,,,,,,,,,,-0.0060601928009843,0.0141888928192582,0.0154288890144916,85.4029,187
65.313,-0.00235619838349521,-0.00117809919174761,,,65.313,-0.00163479274016499,,,,,,,,,,,,,-0.0163518552082757,-0.00551040652721714,0.0172553686963684,85.8596,188
65.382,-0.00117809919174761,-0.000589049595873803,,,65.382,-0.00158912338532325,,,,,,,,,,,,,0.0177180107784033,0.00872309778080328,0.0197489326505781,86.3163,189
65.454,-0.00117809919174761,0,,,65.454,-0.00154802096596569,,,,,,,,,,,,,0.00177298593237783,-0.00777149649808297,0.00797117537983738,86.773,190
65.526,-0.00117809919174761,0,,,65.526,-0.00151102878854388,,,,,,,,,,,,,0.0183676281945846,0.0033239359793127,0.018665966781527,87.2297,191
65.596,-0.00117809919174761,-0.000589049595873803,,,65.596,-0.00147773582886425,,,,,,,,,,,,,0.0134493844574155,0.0199046432406288,0.0240225053818306,87.6864,192
65.67,-0.000589049595873803,0,,,65.67,-0.00138886720556521,,,,,,,,,,,,,-0.000597690694145602,0.00264027124380109,0.00270707709655843,88.1431,193
65.741,-0.00176714872941375,-0.00117809919174761,,,65.741,-0.00142669535795006,,,,,,,,,,,,,-0.0027320844006847,0.0117283056427874,0.0120423186481302,88.5998,194
65.814,-0.00117809919174761,0,,,65.814,-0.00140183574132982,,,,,,,,,,,,,-0.00167068096539878,-0.0031304636348191,0.00354837673550465,89.0565,195
65.885,-0.00176714872941375,-0.00117809919174761,,,65.885,-0.00143836704013821,,,,,,,,,,,,,0.0108376898002996,-0.00388184636141428,0.0115119177977062,89.5132,196
65.954,-0.00294524780474603,-0.00117809919174761,,,65.954,-0.00158905511659899,,,,,,,,,,,,,0.00129765656831797,-0.00252496893554791,0.00283890484074065,89.9699,197
66.026,-0.00117809919174761,-0.00117809919174761,,,66.026,-0.00154795952411385,,,,,,,,,,,,,0.00417738536575387,-0.0058431580541465,0.00718282984204357,90.4266,198
66.101,-0.00176714872941375,-0.00117809919174761,,,66.101,-0.00156987844464384,,,,,,,,,,,,,-0.00050955513231403,-0.0151125664456724,0.0151211544204711,90.8833,199
66.173,-0.0035342974588275,-0.00117809919174761,,,66.173,-0.00176632034606221,,,,,,,,,,,,,-0.0291495763404456,0.00828561989100612,0.0303042785396007,91.34,200
66.259,-0.00235619838349521,-0.00176714872941375,,,66.259,-0.00182530814980551,,,,,,,,,,,,,-0.0191911695027394,0.00417943675351715,0.0196409948439361,91.7967,201
66.356,-0.00176714872941375,-0.00117809919174761,,,66.356,-0.00181949220776633,,,,,,,,,,,,,-0.00154138002263236,-0.00375797049453373,0.00406179696833264,92.2534,202
66.43,-0.00117809919174761,-0.00117809919174761,,,66.43,-0.00175535290616446,,,,,,,,,,,,,0.0125551847867481,-0.00909911484972106,0.0155056943113749,92.7101,203
66.501,-0.00176714872941375,-0.00117809919174761,,,66.501,-0.00175653248848939,,,,,,,,,,,,,-0.00551911134083966,-0.00276250301922114,0.00617187272420543,93.1668,204
66.573,-0.00117809919174761,-0.00117809919174761,,,66.573,-0.00169868915881521,,,,,,,,,,,,,-0.00575689649619152,0.00260270096602099,0.00631790389182906,93.6235,205
66.673,-0.00117809919174761,0,,,66.673,-0.00164663016210845,,,,,,,,,,,,,-0.00902598924092311,-0.00511500778715384,0.0103745740365523,94.0802,206
66.749,-0.00117809919174761,-0.00117809919174761,,,66.749,-0.00159977706507237,,,,,,,,,,,,,0.00451614962424319,0.00432396375190741,0.00625238114292157,94.5369,207
66.818,-0.00235619838349521,-0.00176714872941375,,,66.818,-0.00167541919691465,,,,,,,,,,,,,0.0022767707361858,0.00145506253133597,0.00270201627590396,94.9936,208
66.894,-0.000589049595873803,-0.000589049595873803,,,66.894,-0.00156678223681057,,,,,,,,,,,,,-0.0139294346103004,0.0133852576429155,0.0193182367396681,95.4503,209
66.969,-0.00235619838349521,-0.00117809919174761,,,66.969,-0.00164572385147903,,,,,,,,,,,,,0.0165185233066574,-0.0012122561070533,0.0165629459065009,95.907,210
