File with results:  out,,,,,Filtered,B,0.1,,,,,,,,,,,,,,,,
67.042,-0.00176714872941375,-0.000589049595873803,,,67.042,-0.0016578663392725,,,,,,,,,,,,,-0.00414943604506154,0.0087537719717132,0.00968743223072076,96.3637,211
67.113,-0.000589049595873803,0,,,67.113,-0.00155098466493263,,,,,,,,,,,,,-0.0081127566376739,-0.0171120976059685,0.0189378115086806,96.8204,212
67.185,-0.00117809919174761,-0.000589049595873803,,,67.185,-0.00151369611761413,,,,,,,,,,,,,-0.00875617155117859,0.00514689223557515,0.0101568223336973,97.2771,213
67.254,-0.00235619838349521,-0.00117809919174761,,,67.254,-0.00159794634420224,,,,,,,,,,,,,0.0152033067125744,0.00305002309069051,0.0155062302269235,97.7338,214
67.33,-0.00176714872941375,-0.00117809919174761,,,67.33,-0.00161486658272339,,,,,,,,,,,,,0.0056362198422744,-0.0019315959124317,0.00595802290020528,98.1905,215
67.399,-0.00176714872941375,-0.00117809919174761,,,67.399,-0.00163009479739242,,,,,,,,,,,,,-0.0106922126784068,-0.00717735341939293,0.0128778031537664,98.6472,216
67.47,-0.000589049595873803,-0.00117809919174761,,,67.47,-0.00152599027724056,,,,,,,,,,,,,0.0076254906670437,-0.00565696783567873,0.00949470341859473,99.1039,217
67.555,-0.00117809919174761,-0.000589049595873803,,,67.555,-0.00149120116869127,,,,,,,,,,,,,-0.0040041960535331,0.000394856195375244,0.00402361745822789,99.5606,218
67.628,-0.00176714872941375,-0.00117809919174761,,,67.628,-0.00151879592476352,,,,,,,,,,,,,-0.0153614213350278,0.00863497338213908,0.0176220325372103,100.0173,219
67.707,-0.00117809919174761,-0.000589049595873803,,,67.707,-0.00148472625146192,,,,,,,,,,,,,-0.0124889058830865,-0.00436963112680786,0.0132312677525988,100.474,220
67.779,-0.000589049595873803,-0.00117809919174761,,,67.779,-0.00139515858590311,,,,,,,,,,,,,-0.00375546514674154,-0.003401873736357,0.00506717508938719,100.9307,221
67.849,-0.00176714872941375,-0.00117809919174761,,,67.849,-0.00143235760025418,,,,,,,,,,,,,-0.00725572121656114,0.00427949551379717,0.00842375048449713,101.3874,222
67.923,-0.00117809919174761,-0.00117809919174761,,,67.923,-0.00140693175940352,,,,,,,,,,,,,0.00123268161078501,0.00219421392212046,0.0025167595613397,101.8441,223
67.998,-0.00117809919174761,-0.00117809919174761,,,67.998,-0.00138404850263793,,,,,,,,,,,,,-0.00127013370977302,-0.0144792526118342,0.0145348545172633,102.3008,224
68.07,-0.00176714872941375,-0.00117809919174761,,,68.07,-0.00142235852531551,,,,,,,,,,,,,0.000666129803644671,0.00681264565827747,0.00684513475254874,102.7575,225
68.142,-0.00176714872941375,-0.00117809919174761,,,68.142,-0.00145683754572533,,,,,,,,,,,,,0.000683625732513652,-0.00599610987026059,0.00603495465752571,103.2142,226
68.215,-0.00176714872941375,-0.000589049595873803,,,68.215,-0.00148786866409417,,,,,,,,,,,,,0.0114293702496068,-0.00710643386627076,0.0134585254243649,103.6709,227
68.285,-0.00117809919174761,-0.000589049595873803,,,68.285,-0.00145689171685952,,,,,,,,,,,,,-0.00186113463322618,-0.0180444191917428,0.0181401457020149,104.1276,228
68.355,-0.00117809919174761,-0.00117809919174761,,,68.355,-0.00142901246434833,,,,,,,,,,,,,-0.00376295058956478,-0.0201235843777391,0.0204723825029597,104.5843,229
68.43,-0.00176714872941375,-0.000589049595873803,,,68.43,-0.00146282609085487,,,,,,,,,,,,,-0.00384521063054966,0.0157658039892535,0.0162279456562084,105.041,230
68.505,-0.00176714872941375,-0.00117809919174761,,,68.505,-0.00149325835471076,,,,,,,,,,,,,-0.00296742729791029,0.000899266109487369,0.00310069416486949,105.4977,231
68.577,-0.00117809919174761,-0.000589049595873803,,,68.577,-0.00146174243841444,,,,,,,,,,,,,-0.000815863449576034,-0.00625705086613055,0.00631001733038026,105.9544,232
68.646,-0.00117809919174761,-0.000589049595873803,,,68.646,-0.00143337811374776,,,,,,,,,,,,,-0.0212082804400791,0.00223652036940912,0.0213258805817679,106.4111,233
68.719,-0.0035342974588275,-0.00176714872941375,,,68.719,-0.00164347004825573,,,,,,,,,,,,,-0.00882994576628059,-0.00520740682501722,0.010251098871667,106.8678,234
68.791,-0.00117809919174761,-0.000589049595873803,,,68.791,-0.00159693296260492,,,,,,,,,,,,,0.00181673801379066,0.00895336214865027,0.00913582129726908,107.3245,235
68.87,-0.00117809919174761,-0.000589049595873803,,,68.87,-0.00155504958551919,,,,,,,,,,,,,0.00753838064751721,-0.00258899650511228,0.0079705762458147,107.7812,236
68.946,-0.00117809919174761,0,,,68.946,-0.00151735454614203,,,,,,,,,,,,,0.00889577447382263,-0.00567107527352335,0.0105496871160752,108.2379,237
69.016,-0.000589049595873803,-0.000589049595873803,,,69.016,-0.00142452405111521,,,,,,,,,,,,,0.00789606098621556,-0.0040161024566961,0.00885871650075314,108.6946,238
69.123,-0.00117809919174761,-0.000589049595873803,,,69.123,-0.00139988156517845,,,,,,,,,,,,,-0.000678017567480367,0.002688824780067,0.00277299234036345,109.1513,239
69.198,-0.00117809919174761,-0.00117809919174761,,,69.198,-0.00137770332783536,,,,,,,,,,,,,0.00385032818724656,0.000293964255995079,0.00386153365041768,109.608,240
69.269,-0.00117809919174761,-0.00117809919174761,,,69.269,-0.00135774291422659,,,,,,,,,,,,,0.00584871720547146,-0.016376460165373,0.0173895353732533,110.0647,241
69.346,-0.00117809919174761,-0.00117809919174761,,,69.346,-0.00133977854197869,,,,,,,,,,,,,0.00356591511491827,-0.00813800213680892,0.00888497773691691,110.5214,242
69.411,-0.00235619838349521,-0.00117809919174761,,,69.411,-0.00144142052613034,,,,,,,,,,,,,0.00194622725736763,0.0176927432601475,0.017799465289913,110.9781,243
69.49,-0.00235619838349521,-0.00117809919174761,,,69.49,-0.00153289831186683,,,,,,,,,,,,,0.00591746609828471,0.00523117196558217,0.00789820012141005,111.4348,244
69.564,-0.000589049595873803,0,,,69.564,-0.00143851344026753,,,,,,,,,,,,,-0.00732244165173438,-0.00591325810974698,0.00941194842822372,111.8915,245
69.637,-0.00176714872941375,-0.00117809919174761,,,69.637,-0.00147137696918215,,,,,,,,,,,,,0.0167593674067689,0.00933329767989191,0.0191829831219376,112.3482,246
69.707,-0.00117809919174761,0,,,69.707,-0.00144204919143869,,,,,,,,,,,,,-0.00160427803309152,-0.000873064282622243,0.00182645811587638,112.8049,247
69.774,-0.00176714872941375,-0.000589049595873803,,,69.774,-0.0014745591452362,,,,,,,,,,,,,-0.00160427803309056,0.000873064282624528,0.00182645811587663,113.2616,248
70.042,-0.00176714872941375,-0.000589049595873803,,,70.042,-0.00150381810365395,,,,,,,,,,,,,0.0167593674067684,-0.00933329767988919,0.0191829831219359,113.7183,249
70.114,-0.00176714872941375,-0.000589049595873803,,,70.114,-0.00153015116622993,,,,,,,,,,,,,-0.00732244165173484,0.00591325810974999,0.00941194842822597,114.175,250
70.188,-0.00176714872941375,-0.000589049595873803,,,70.188,-0.00155385092254831,,,,,,,,,,,,,0.00591746609828245,-0.00523117196557925,0.00789820012140642,114.6317,251
70.263,-0.00117809919174761,-0.000589049595873803,,,70.263,-0.00151627574946824,,,,,,,,,,,,,0.00194622725736455,-0.0176927432601444,0.0177994652899096,115.0884,252
70.334,-0.00117809919174761,-0.00117809919174761,,,70.334,-0.00148245809369618,,,,,,,,,,,,,0.00356591511491453,0.00813800213680985,0.00888497773691626,115.5451,253
70.403,-0.00235619838349521,-0.00117809919174761,,,70.403,-0.00156983212267608,,,,,,,,,,,,,0.00584871720546902,0.0163764601653727,0.0173895353732522,116.0018,254
70.475,-0.00117809919174761,-0.00117809919174761,,,70.475,-0.00153065882958324,,,,,,,,,,,,,0.00385032818724505,-0.000293964255995413,0.0038615336504162,116.4585,255
70.549,-0.00117809919174761,-0.00117809919174761,,,70.549,-0.00149540286579967,,,,,,,,,,,,,-0.000678017567480444,-0.00268882478006762,0.00277299234036406,116.9152,256
70.623,-0.00176714872941375,-0.00117809919174761,,,70.623,-0.00152257745216108,,,,,,,,,,,,,0.0078960609862145,0.00401610245669685,0.00885871650075253,117.3719,257
70.699,-0.00176714872941375,-0.00117809919174761,,,70.699,-0.00154703457988635,,,,,,,,,,,,,0.00889577447382273,0.00567107527352404,0.0105496871160756,117.8286,258
70.774,-0.000589049595873803,0,,,70.774,-0.00145123608148509,,,,,,,,,,,,,0.00753838064751569,0.00258899650511358,0.00797057624581369,118.2853,259
70.847,-0.00176714872941375,-0.00117809919174761,,,70.847,-0.00148282734627796,,,,,,,,,,,,,0.00181673801378987,-0.00895336214865055,0.0091358212972692,118.742,260
70.918,-0.00176714872941375,-0.000589049595873803,,,70.918,-0.00151125948459154,,,,,,,,,,,,,-0.00882994576628108,0.00520740682501767,0.0102510988716677,119.1987,261
70.995,-0.00117809919174761,-0.00117809919174761,,,70.995,-0.00147794345530714,,,,,,,,,,,,,-0.0212082804400807,-0.00223652036940884,0.0213258805817694,119.6554,262
71.066,-0.00176714872941375,-0.00117809919174761,,,71.066,-0.0015068639827178,,,,,,,,,,,,,-0.000815863449575143,0.00625705086612918,0.00631001733037878,120.1121,263
71.139,-0.00117809919174761,0,,,71.139,-0.00147398750362078,,,,,,,,,,,,,-0.00296742729790807,-0.000899266109484182,0.00310069416486644,120.5688,264
71.215,-0.00117809919174761,-0.00117809919174761,,,71.215,-0.00144439867243347,,,,,,,,,,,,,-0.00384521063055127,-0.0157658039892516,0.016227945656207,121.0255,265
71.29,-0.000589049595873803,0,,,71.29,-0.0013588637647775,,,,,,,,,,,,,-0.00376295058956831,0.0201235843777411,0.0204723825029624,121.4822,266
71.361,-0.00176714872941375,-0.00117809919174761,,,71.361,-0.00139969226124113,,,,,,,,,,,,,-0.00186113463322903,0.0180444191917425,0.0181401457020149,121.9389,267
71.435,-0.00176714872941375,-0.00117809919174761,,,71.435,-0.00143643790805839,,,,,,,,,,,,,0.0114293702496027,0.0071064338662706,0.0134585254243613,122.3956,268
71.511,-0.000589049595873803,-0.00117809919174761,,,71.511,-0.00135169907683993,,,,,,,,,,,,,0.000683625732513792,0.00599610987025867,0.00603495465752383,122.8523,269
71.583,-0.00117809919174761,-0.00117809919174761,,,71.583,-0.0013343390883307,,,,,,,,,,,,,0.000666129803643882,-0.00681264565827767,0.00684513475254887,123.309,270
71.658,-0.00176714872941375,-0.00117809919174761,,,71.658,-0.001377620052439,,,,,,,,,,,,,-0.00127013370977236,0.0144792526118342,0.0145348545172633,123.7657,271
71.733,-0.00176714872941375,-0.00117809919174761,,,71.733,-0.00141657292013648,,,,,,,,,,,,,0.0012326816107832,-0.0021942139221198,0.00251675956133823,124.2224,272
71.808,-0.00117809919174761,-0.000589049595873803,,,71.808,-0.00139272554729759,,,,,,,,,,,,,-0.00725572121656298,-0.00427949551379888,0.00842375048449958,124.6791,273
71.884,-0.00117809919174761,-0.00117809919174761,,,71.884,-0.00137126291174259,,,,,,,,,,,,,-0.0037554651467419,0.00340187373635599,0.00506717508938677,125.1358,274
71.959,-0.00117809919174761,-0.00117809919174761,,,71.959,-0.00135194653974309,,,,,,,,,,,,,-0.0124889058830867,0.00436963112680665,0.0132312677525986,125.5925,275
72.034,-0.00176714872941375,-0.00117809919174761,,,72.034,-0.00139346675871016,,,,,,,,,,,,,-0.0153614213350285,-0.00863497338214039,0.0176220325372115,126.0492,276
72.11,-0.000589049595873803,0,,,72.11,-0.00131302504242652,,,,,,,,,,,,,-0.00400419605353018,-0.000394856195377511,0.00402361745822521,126.5059,277
72.184,-0.000589049595873803,0,,,72.184,-0.00124062749777125,,,,,,,,,,,,,0.00762549066704476,0.00565696783568115,0.00949470341859702,126.9626,278
72.258,-0.00235619838349521,-0.00117809919174761,,,72.258,-0.00135218458634365,,,,,,,,,,,,,-0.0106922126784098,0.00717735341939359,0.0128778031537692,127.4193,279
72.499,-0.00117809919174761,-0.00117809919174761,,,72.499,-0.00133477604688404,,,,,,,,,,,,,0.00563621984227549,0.00193159591242963,0.00595802290020564,127.876,280
72.575,-0.00235619838349521,-0.00117809919174761,,,72.575,-0.00143691828054516,,,,,,,,,,,,,0.0152033067125751,-0.00305002309068764,0.0155062302269236,128.3327,281
72.647,-0.00176714872941375,-0.00117809919174761,,,72.647,-0.00146994132543202,,,,,,,,,,,,,-0.00875617155118238,-0.00514689223557531,0.0101568223337007,128.7894,282
72.724,-0.00176714872941375,-0.00117809919174761,,,72.724,-0.00149966206583019,,,,,,,,,,,,,-0.00811275663767393,0.0171120976059656,0.018937811508678,129.2461,283
72.792,-0.00235619838349521,-0.000589049595873803,,,72.792,-0.00158531569759669,,,,,,,,,,,,,-0.00414943604505985,-0.00875377197171575,0.00968743223072235,129.7028,284
72.867,-0.00117809919174761,-0.00117809919174761,,,72.867,-0.00154459404701178,,,,,,,,,,,,,0.0165185233066585,0.00121225610705545,0.0165629459065021,130.1595,285
72.939,-0.00176714872941375,-0.00117809919174761,,,72.939,-0.00156684951525198,,,,,,,,,,,,,-0.0139294346102986,-0.0133852576429162,0.0193182367396673,130.6162,286
73.014,-0.00176714872941375,-0.00117809919174761,,,73.014,-0.00158687943666816,,,,,,,,,,,,,0.00227677073618658,-0.00145506253133474,0.00270201627590394,131.0729,287
73.087,-0.00117809919174761,0,,,73.087,-0.0015460014121761,,,,,,,,,,,,,0.00451614962424356,-0.00432396375190635,0.0062523811429211,131.5296,288
73.156,-0.00117809919174761,-0.00117809919174761,,,73.156,-0.00150921119013325,,,,,,,,,,,,,-0.00902598924092265,0.00511500778715555,0.0103745740365527,131.9863,289
73.227,-0.00176714872941375,-0.000589049595873803,,,73.227,-0.0015350049440613,,,,,,,,,,,,,-0.00575689649619044,-0.00260270096602055,0.00631790389182789,132.443,290
73.295,-0.00117809919174761,0,,,73.295,-0.00149931436882993,,,,,,,,,,,,,-0.00551911134083883,0.00276250301922346,0.00617187272420572,132.8997,291
73.372,-0.00117809919174761,-0.00117809919174761,,,73.372,-0.0014671928511217,,,,,,,,,,,,,0.0125551847867474,0.00909911484972426,0.0155056943113762,133.3564,292
73.443,-0.00176714872941375,-0.00117809919174761,,,73.443,-0.0014971884389509,,,,,,,,,,,,,-0.00154138002263547,0.00375797049453533,0.0040617969683353,133.8131,293
73.515,-0.00235619838349521,-0.00117809919174761,,,73.515,-0.00158308943340534,,,,,,,,,,,,,-0.0191911695027414,-0.00417943675351753,0.0196409948439382,134.2698,294
73.592,-0.00117809919174761,-0.00117809919174761,,,73.592,-0.00154259040923956,,,,,,,,,,,,,-0.0291495763404471,-0.00828561989100657,0.0303042785396022,134.7265,295
73.663,-0.00117809919174761,-0.000589049595873803,,,73.663,-0.00150614128749037,,,,,,,,,,,,,-0.00050955513231609,0.0151125664456707,0.0151211544204694,135.1832,296
73.741,-0.00294524780474603,-0.00117809919174761,,,73.741,-0.00165005193921593,,,,,,,,,,,,,0.00417738536575298,0.00584315805414493,0.00718282984204177,135.6399,297
73.814,-0.00235619838349521,-0.00176714872941375,,,73.814,-0.00172066658364386,,,,,,,,,,,,,0.00129765656831765,0.0025249689355465,0.00283890484073925,136.0966,298
73.887,-0.00176714872941375,-0.000589049595873803,,,73.887,-0.00172531479822085,,,,,,,,,,,,,0.0108376898003,0.00388184636141261,0.0115119177977059,136.5533,299
73.961,-0.00235619838349521,-0.00117809919174761,,,73.961,-0.00178840315674829,,,,,,,,,,,,,-0.00167068096539802,0.00313046363481818,0.00354837673550348,137.01,300
74.045,-0.00117809919174761,0,,,74.045,-0.00172737276024822,,,,,,,,,,,,,-0.00273208440068393,-0.0117283056427863,0.0120423186481289,137.4667,301
74.119,-0.00176714872941375,-0.00117809919174761,,,74.119,-0.00173135035716477,,,,,,,,,,,,,-0.00059769069414683,-0.00264027124380066,0.00270707709655828,137.9234,302
74.191,-0.00176714872941375,-0.00117809919174761,,,74.191,-0.00173493019438967,,,,,,,,,,,,,0.0134493844574151,-0.0199046432406298,0.0240225053818311,138.3801,303
74.263,-0.00117809919174761,-0.000589049595873803,,,74.263,-0.00167924709412546,,,,,,,,,,,,,0.0183676281945848,-0.00332393597931109,0.0186659667815269,138.8368,304
74.335,-0.0035342974588275,-0.00235619838349521,,,74.335,-0.00186475213059567,,,,,,,,,,,,,0.0017729859323767,0.00777149649808127,0.00797117537983547,139.2935,305
74.407,-0.00117809919174761,-0.000589049595873803,,,74.407,-0.00179608683671086,,,,,,,,,,,,,0.0177180107784046,-0.00872309778080209,0.0197489326505787,139.7502,306
74.479,-0.00176714872941375,0,,,74.479,-0.00179319302598115,,,,,,,,,,,,,-0.0163518552082779,0.00551040652721795,0.0172553686963707,140.2069,307
74.551,-0.00117809919174761,-0.000589049595873803,,,74.551,-0.00173168364255779,,,,,,,,,,,,,-0.00606019280098549,-0.0141888928192606,0.0154288890144943,140.6636,308
74.626,-0.00117809919174761,0,,,74.626,-0.00167632519747678,,,,,,,,,,,,,-0.0153483867458044,0.0104462394684928,0.0185660145085551,141.1203,309
74.732,-0.00176714872941375,-0.000589049595873803,,,74.732,-0.00168540755067047,,,,,,,,,,,,,-0.0181091488469679,-0.0016623513516548,0.0181852875692959,141.577,310
74.803,-0.00176714872941375,-0.00117809919174761,,,74.803,-0.0016935816685448,,,,,,,,,,,,,-0.0041366807017565,0.00335560385778075,0.00532655653106561,142.0337,311
74.874,-0.00117809919174761,-0.00117809919174761,,,74.874,-0.00164203342086508,,,,,,,,,,,,,-0.024987903610283,-0.015505016353718,0.029407496645683,142.4904,312
74.943,-0.00176714872941375,-0.000589049595873803,,,74.943,-0.00165454495171995,,,,,,,,,,,,,0.0187178937395838,0.00339339078156439,0.0190230031026323,142.9471,313
75.015,-0.00176714872941375,-0.00117809919174761,,,75.015,-0.00166580532948933,,,,,,,,,,,,,0.0233269620014191,-0.0068130016408952,0.0243015256223656,143.4038,314
75.087,-0.00176714872941375,-0.00117809919174761,,,75.087,-0.00167593966948177,,,,,,,,,,,,,-0.00359784964793993,-0.00951482997839092,0.0101723405176423,143.8605,315
75.155,-0.00176714872941375,-0.000589049595873803,,,75.155,-0.00168506057547497,,,,,,,,,,,,,-0.00333711641879255,0.00485721373532631,0.00589312067271809,144.3172,316
75.228,-0.000589049595873803,-0.000589049595873803,,,75.228,-0.00157545947751485,,,,,,,,,,,,,-0.0142413372565104,0.00354040161662999,0.0146748127913343,144.7739,317
75.301,-0.00294524780474603,-0.00235619838349521,,,75.301,-0.00171243831023797,,,,,,,,,,,,,-0.0103272088506837,-0.00382630142779044,0.0110132567963319,145.2306,318
75.371,-0.00235619838349521,-0.00117809919174761,,,75.371,-0.00177681431756369,,,,,,,,,,,,,-0.00506109795603646,0.01117813230241,0.0122705074993163,145.6873,319
75.449,-0.00176714872941375,-0.00117809919174761,,,75.449,-0.0017758477587487,,,,,,,,,,,,,-0.0122323801115111,-0.00127558863380179,0.0122987092637876,146.144,320
75.524,-0.00176714872941375,-0.00117809919174761,,,75.524,-0.0017749778558152,,,,,,,,,,,,,0.00994008565538571,0.0113700212413119,0.0151024066249154,146.6007,321
75.598,-0.00117809919174761,-0.000589049595873803,,,75.598,-0.00171528998940844,,,,,,,,,,,,,-0.00168132771111053,-0.00310410467332987,0.00353020235895005,147.0574,322
75.667,-0.00176714872941375,-0.000589049595873803,,,75.667,-0.00172047586340897,,,,,,,,,,,,,-0.00849192605200108,0.00314283733673568,0.00905484591795103,147.5141,323
75.739,-0.00235619838349521,-0.00117809919174761,,,75.739,-0.0017840481154176,,,,,,,,,,,,,0.00557547012400592,0.0133660438649675,0.0144822993928423,147.9708,324
75.814,-0.000589049595873803,0,,,75.814,-0.00166454826346322,,,,,,,,,,,,,-0.0112074960435463,0.0117859508031291,0.0162639664258103,148.4275,325
75.895,-0.00176714872941375,-0.000589049595873803,,,75.895,-0.00167480831005827,,,,,,,,,,,,,0.0163059453591284,-0.00620124946616633,0.0174453245597928,148.8842,326
75.958,-0.00235619838349521,-0.00117809919174761,,,75.958,-0.00174294731740197,,,,,,,,,,,,,0.0150592014830326,-0.0304597629318932,0.0339790627765644,149.3409,327
76.027,-0.00117809919174761,-0.000589049595873803,,,76.027,-0.00168646250483653,,,,,,,,,,,,,-0.0182953346853525,0.00862319369647849,0.0202256950628661,149.7976,328
76.1,-0.000589049595873803,0,,,76.1,-0.00157672121394026,,,,,,,,,,,,,-0.0118559270122728,-0.00482263281535784,0.0127992496886383,150.2543,329
76.17,-0.00117809919174761,0,,,76.17,-0.00153685901172099,,,,,,,,,,,,,0.00654685434200713,0.0109207205225787,0.0127327702605414,150.711,330
76.242,-0.00176714872941375,-0.00117809919174761,,,76.242,-0.00155988798349027,,,,,,,,,,,,,0.00484373081153671,-0.00329867934537629,0.00586029125541062,151.1677,331
76.314,-0.000589049595873803,-0.00117809919174761,,,76.314,-0.00146280414472862,,,,,,,,,,,,,0.00608982557489578,0.0113286879322956,0.0128617707101314,151.6244,332
76.388,-0.00176714872941375,-0.00117809919174761,,,76.388,-0.00149323860319713,,,,,,,,,,,,,0.00362300176968351,0.00796815009347375,0.00875314559088648,152.0811,333
76.464,-0.00117809919174761,0,,,76.464,-0.00146172466205218,,,,,,,,,,,,,-0.00836972472034588,0.00776060527103916,0.0114139951843011,152.5378,334
76.534,-0.00235619838349521,-0.00117809919174761,,,76.534,-0.00155117203419648,,,,,,,,,,,,,0.00404250753159088,0.0118086129369305,0.0124813944187824,152.9945,335
76.607,-0.00176714872941375,-0.00117809919174761,,,76.607,-0.00157276970371821,,,,,,,,,,,,,0.0150510327109377,-0.0178131413149942,0.0233204114280531,153.4512,336
76.68,-0.00235619838349521,-0.00117809919174761,,,76.68,-0.00165111257169591,,,,,,,,,,,,,-0.00957220139323501,-0.00903106998684663,0.0131600632452877,153.9079,337
76.752,-0.00235619838349521,-0.00117809919174761,,,76.752,-0.00172162115287584,,,,,,,,,,,,,-0.00673623498553035,-0.00448806860016675,0.00809441916014273,154.3646,338
76.819,-0.00117809919174761,-0.000589049595873803,,,76.819,-0.00166726895676302,,,,,,,,,,,,,0.0111254698703707,-0.0167599600932047,0.0201164694258794,154.8213,339
76.887,-0.00117809919174761,-0.00117809919174761,,,76.887,-0.00161835198026148,,,,,,,,,,,,,0.00260828408740786,-0.00702927455375401,0.0074975893881086,155.278,340
76.958,-0.00235619838349521,-0.00117809919174761,,,76.958,-0.00169213662058485,,,,,,,,,,,,,-0.00144156392843295,-0.0151561894003284,0.0152245914131837,155.7347,341
77.032,-0.00117809919174761,-0.00117809919174761,,,77.032,-0.00164073287770113,,,,,,,,,,,,,0.00563064769155081,-0.0149365071271278,0.0159625636595474,156.1914,342
77.107,-0.00117809919174761,-0.000589049595873803,,,77.107,-0.00159446950910577,,,,,,,,,,,,,0.00269732894631577,0.00533178238091966,0.00597523947654973,156.6481,343
77.176,-0.00235619838349521,-0.00117809919174761,,,77.176,-0.00167064239654472,,,,,,,,,,,,,0.0115359115570619,0.00633837328672592,0.0131625313437133,157.1048,344
77.246,-0.00176714872941375,-0.00117809919174761,,,77.246,-0.00168029302983162,,,,,,,,,,,,,-0.00395093633080413,-0.0182506607265443,0.0186734173317445,157.5615,345
77.322,-0.00117809919174761,-0.00117809919174761,,,77.322,-0.00163007364602322,,,,,,,,,,,,,-0.012028310050733,0.026641960062913,0.0292313920070601,158.0182,346
77.395,-0.00176714872941375,-0.00176714872941375,,,77.395,-0.00164378115436227,,,,,,,,,,,,,0.02908753364497,-0.00572521067657713,0.0296456177341349,158.4749,347
77.471,-0.00176714872941375,-0.00117809919174761,,,77.471,-0.00165611791186742,,,,,,,,,,,,,0.00642485774524731,-0.0035291999104809,0.00733035122315451,158.9316,348
77.543,-0.00117809919174761,-0.00117809919174761,,,77.543,-0.00160831603985544,,,,,,,,,,,,,-0.0132806123703596,-0.00967963350213618,0.016433805696412,159.3883,349
77.616,-0.00176714872941375,-0.00117809919174761,,,77.616,-0.00162419930881127,,,,,,,,,,,,,3.04463517943691E-05,-0.00353058789580717,0.00353071917183422,159.845,350
77.691,-0.00176714872941375,-0.00117809919174761,,,77.691,-0.00163849425087152,,,,,,,,,,,,,0.0138578339897162,-0.00102626025478317,0.0138957825615214,160.3017,351
77.765,-0.00176714872941375,-0.000589049595873803,,,77.765,-0.00165135969872574,,,,,,,,,,,,,0.00957091886981239,0.0037849047104382,0.0102921325137033,160.7584,352
77.835,-0.00176714872941375,-0.00117809919174761,,,77.835,-0.00166293860179454,,,,,,,,,,,,,0.0256497033642325,0.00470212495813341,0.0260771405985208,161.2151,353
77.908,-0.00117809919174761,-0.000589049595873803,,,77.908,-0.00161445466078985,,,,,,,,,,,,,-0.000187723114096261,0.00651337524749817,0.00651607988611925,161.6718,354
77.983,-0.00235619838349521,-0.00117809919174761,,,77.983,-0.00168862903306038,,,,,,,,,,,,,0.00131485254217457,0.0106779951271693,0.0107586438338442,162.1285,355
78.052,-0.00294524780474603,-0.00235619838349521,,,78.052,-0.00181429091022895,,,,,,,,,,,,,-0.000257747862143218,0.00306151716552903,0.0030723478506296,162.5852,356
78.125,-0.00235619838349521,-0.00117809919174761,,,78.125,-0.00186848165755557,,,,,,,,,,,,,0.00605828255740709,0.0170972709814741,0.0181388936420979,163.0419,357
78.201,-0.00117809919174761,0,,,78.201,-0.00179944341097478,,,,,,,,,,,,,-0.0169342948902211,-0.0022705570064961,0.0170858354360774,163.4986,358
78.271,-0.00235619838349521,-0.00117809919174761,,,78.271,-0.00185511890822682,,,,,,,,,,,,,0.0166556161739494,0.0162681709271562,0.0232822450689166,163.9553,359
78.347,-0.00176714872941375,-0.00117809919174761,,,78.347,-0.00184632189034551,,,,,,,,,,,,,-0.0066591233458416,0.00622920176994558,0.0091184910169296,164.412,360
78.423,-0.00117809919174761,0,,,78.423,-0.00177949962048572,,,,,,,,,,,,,-0.0171969615370695,-0.0110394433465346,0.0204353809729301,164.8687,361
78.498,-0.00117809919174761,-0.000589049595873803,,,78.498,-0.00171935957761191,,,,,,,,,,,,,-0.00514789688392664,0.0294633640738754,0.0299097085388219,165.3254,362
78.572,-0.00117809919174761,-0.00117809919174761,,,78.572,-0.00166523353902548,,,,,,,,,,,,,0.00921731956728094,0.00015186850208231,0.0092185706075999,165.7821,363
78.649,-0.00117809919174761,-0.000589049595873803,,,78.649,-0.00161652010429769,,,,,,,,,,,,,-0.0105722601064434,-0.000972442409672878,0.010616888809742,166.2388,364
78.733,-0.00176714872941375,-0.00117809919174761,,,78.733,-0.0016315829668093,,,,,,,,,,,,,0.0121988481320048,-0.00233402372938326,0.0124201273148483,166.6955,365
78.952,-0.00176714872941375,-0.00117809919174761,,,78.952,-0.00164513954306974,,,,,,,,,,,,,-0.00742666083655059,0.000818019075586521,0.00747157589730425,167.1522,366
79.024,-0.00176714872941375,-0.00117809919174761,,,79.024,-0.00165734046170414,,,,,,,,,,,,,-0.0107419154420536,0.0166767760686766,0.0198369253517024,167.6089,367
79.096,-0.00176714872941375,-0.00117809919174761,,,79.096,-0.0016683212884751,,,,,,,,,,,,,0.00576783572090053,0.00370041990438272,0.00685281229657197,168.0656,368
79.167,-0.00176714872941375,-0.000589049595873803,,,79.167,-0.00167820403256897,,,,,,,,,,,,,-0.00714061599356997,-0.00687822030697192,0.00991455048697963,168.5223,369
79.24,-0.00117809919174761,0,,,79.24,-0.00162819354848683,,,,,,,,,,,,,2.11651691218572E-05,0.00934532066391236,0.00934534463119104,168.979,370
79.314,-0.00235619838349521,-0.00117809919174761,,,79.314,-0.00170099403198767,,,,,,,,,,,,,0.00369799394813669,0.00568004774474031,0.00677776523811389,169.4357,371
79.387,-0.000589049595873803,0,,,79.387,-0.00158979958837628,,,,,,,,,,,,,0.017502886856846,-0.00311991853712537,0.0177787777983147,169.8924,372
