2782.33,0,0,-16259.884765625,,,,,,
2782.417,0,0,-16259.8857421875,,,,,,
2782.517,0,0,-16259.8935546875,,,,,,
2782.587,0,0,-16259.89453125,,,,,,
2782.656,0,0,-16259.89453125,,,,,,
2782.731,0,0,-16259.89453125,,,,,,
2782.906,0,0,-16259.89453125,,,,,,
2782.981,0,0,-16259.89453125,,,,,,
2783.06,0,0,-16259.89453125,,,,,,
2783.133,0,0,-16259.89453125,,,,,,
2783.206,0,0,-16259.89453125,,,,,,
2783.28,0,0,-16259.89453125,,,,,,
2783.352,0,0,-16259.89453125,,,,,,
2783.424,0,0,-16259.89453125,,,,,,
2783.491,0,0,-16259.89453125,,,,,,
2783.568,0,0,-16259.8984375,,,,,,
2783.64,0,0,-16259.900390625,,,,,,
2783.711,0,0,-16259.896484375,,,,,,
2783.784,0,0,-16259.890625,,,,,,
2783.857,0,0,-16259.884765625,,,,,,
2783.931,0,0,-16259.8876953125,,,,,,
2784.011,0,0,-16259.892578125,,,,,,
2784.084,0,0,-16259.892578125,,,,,,
2784.158,0,0,-16259.892578125,,,,,,
2784.311,0,0,-16259.900390625,,,,,,
2784.385,0,0,-16259.89453125,,,,,,
2784.455,0,0,-16259.8896484375,,,,,,
2784.528,0,0,-16259.884765625,,,,,,
2784.6,0,0,-16259.884765625,,,,,,
2784.68,0,0,-16259.8876953125,,,,,,
2784.751,0,0,-16259.892578125,,,,,,
2784.823,0,0,-16259.8974609375,,,,,,
2784.903,0,0,-16259.900390625,,,,,,
2784.976,0,0,-16259.8994140625,,,,,,
2785.123,0,0,-16259.8876953125,,,,,,
2785.196,0,0,-16259.884765625,,,,,,
2785.27,0,0,-16259.884765625,,,,,,
2785.414,0,0,-16259.890625,,,,,,
2785.487,0,0,-16259.8955078125,,,,,,
2785.558,0,0,-16259.900390625,,,,,,
2785.638,0,0,-16259.900390625,,,,,P:,0.001015625
2785.708,0,0,-16259.900390625,,,,,I:,0
2785.778,0,0,-16259.896484375,,,,,D:,0.000001
2785.916,0,0,-16259.890625,,,,,,
2786.016,0,0,-16259.888671875,,,,,,
2786.225,0,0,-16259.8955078125,,,,,,
2786.318,0,0,-16259.8916015625,,,,,,
2786.391,0,0,-16259.8916015625,,,,,,
2786.465,0,0,-16259.890625,,,,,,
2786.533,0,0,-16259.888671875,,,,,,
2786.609,0,0,-16259.888671875,,,,,,
2786.686,0,0,-16259.8916015625,,,,,,
