1787.34;0;0;-11137.3857421875
1787.519;0;0;-11137.3857421875
1787.599;0;0;-11137.3857421875
1787.72;0;0;-11137.3857421875
1787.785;0;0;-11137.3857421875
1787.921;0;0;-11137.3857421875
1787.993;0;0;-11137.3857421875
1788.121;0;0;-11137.388671875
1788.194;0;0;-11137.390625
1788.271;0;0;-11137.390625
1788.383;0;0;-11137.390625
1788.45;0;0;-11137.390625
1788.622;0;0;-11137.390625
1788.693;0;0;-11137.390625
1788.761;0;0;-11137.390625
1788.923;0;0;-11137.390625
1788.993;0;0;-11137.390625
1789.069;0;0;-11137.390625
1789.23;0;0;-11137.390625
1789.301;0;0;-11137.390625
1789.37;0;0;-11137.38671875
1789.447;0;0;-11137.3857421875
1789.531;0;0;-11137.3857421875
1789.605;0;0;-11137.3857421875
1789.685;0;0;-11137.3857421875
1789.76;0;0;-11137.3857421875
1789.832;-14.726239204406738;14.726239204406738;-11137.416015625
1789.905;-444.50213623046875;214.71755981445312;-11139.0712890625
1789.978;-917.7579956054688;416.6960754394531;-11145.4287109375
1790.053;-1373.66259765625;612.7359008789062;-11153.9931640625
1790.248;-1304.92041015625;834.3470458984375;-11177.7734375
1790.318;-1240.489990234375;850.95166015625;-11182.4482421875
1790.389;-1121.0157470703125;838.6583251953125;-11186.3466796875
1790.461;-1039.0240478515625;834.0327758789062;-11190.1767578125
1790.639;-933.0482177734375;819.2279052734375;-11197.33203125
1790.732;-989.1788330078125;835.3462524414062;-11201.1875
1790.805;-935.5653686523438;825.6329956054688;-11204.0322265625
1790.88;-874.5433959960938;787.7708740234375;-11207.107421875
1790.956;-983.2807006835938;829.9598999023438;-11210.25390625
1791.139;-1032.635498046875;801.5166625976562;-11219.5419921875
1791.231;-909.8507080078125;831.24462890625;-11223.7373046875
1791.305;-901.1133422851562;827.5294799804688;-11226.498046875
1791.373;-1020.0933227539062;837.7261962890625;-11229.1787109375
1791.445;-1073.045654296875;827.4248046875;-11232.9423828125
1791.516;-994.5623779296875;853.0733032226562;-11235.6640625
1791.589;-921.8194580078125;847.7615966796875;-11238.5146484375
1791.661;-911.4795532226562;828.1121215820312;-11240.9951171875
1791.733;-991.38671875;832.017578125;-11243.3876953125
1791.805;-1017.5970458984375;856.9713134765625;-11246.2705078125
1791.882;-1019.8726806640625;825.1411743164062;-11249.828125
1791.957;-921.6466064453125;816.4200439453125;-11252.9501953125
1792.034;-883.6892700195312;814.1573486328125;-11255.6064453125
1792.109;-1032.6689453125;840.4172973632812;-11258.8466796875
1792.242;-1081.9990234375;823.8702392578125;-11266.09765625
1792.343;-929.5110473632812;817.40966796875;-11270.052734375
1792.431;-927.427001953125;849.5767822265625;-11272.99609375
1792.507;-963.0829467773438;851.4332275390625;-11275.7900390625
1792.582;-921.7267456054688;846.609619140625;-11278.357421875
1792.652;-940.1190185546875;827.04443359375;-11280.4501953125
1792.725;-984.805419921875;852.0028686523438;-11282.833984375
1792.805;-986.5597534179688;853.2574462890625;-11286.0498046875
1792.877;-1041.48046875;833.2059936523438;-11288.6875
1792.949;-965.305908203125;843.3464965820312;-11291.2353515625
1793.026;-900.342529296875;817.777587890625;-11293.923828125
1793.107;-959.2936401367188;816.4965209960938;-11296.884765625
1793.181;-1006.6066284179688;807.5308227539062;-11300.181640625
1793.257;-1074.0601806640625;820.2763061523438;-11303.6982421875
1793.333;-970.6151123046875;825.3047485351562;-11307.0166015625
1793.405;-877.1331176757812;829.8670043945312;-11309.3623046875
1793.477;-942.5975341796875;840.6107177734375;-11312.34765625
1793.558;-1073.6376953125;821.8524169921875;-11315.7548828125
1793.633;-1065.1068115234375;846.8224487304688;-11319.154296875
1793.709;-938.4609985351562;814.41259765625;-11322.13671875
1793.781;-884.547607421875;826.28662109375;-11324.6416015625
1793.866;-977.468017578125;852.0183715820312;-11327.8876953125
1793.939;-993.9463500976562;854.3577270507812;-11330.9765625
1794.043;-917.10400390625;836.8283081054688;-11334.9609375
1794.188;-984.75732421875;829.9511108398438;-11339.9775390625
1794.264;-1039.8096923828125;883.4131469726562;-11343.076171875
1794.338;-1037.67529296875;854.3533935546875;-11346.25390625
1794.409;-975.7781372070312;863.6742553710938;-11348.62109375
1794.481;-896.5250854492188;837.224609375;-11351.09375
1794.553;-917.1195678710938;818.3458251953125;-11353.0322265625
1794.625;-1035.6558837890625;844.2994384765625;-11355.564453125
1794.701;-1118.670166015625;818.6387329101562;-11359.20703125
1794.785;-1012.271240234375;790.2802124023438;-11363.1943359375
1794.86;-938.2330932617188;832.6446533203125;-11365.9462890625
1794.938;-935.7183837890625;834.9752197265625;-11368.38671875
1795.013;-1008.7156982421875;858.2583618164062;-11371.1259765625
1795.092;-1119.4573974609375;880.9337768554688;-11374.58984375
1795.164;-1065.577880859375;873.2161865234375;-11377.3193359375
1795.237;-962.9498901367188;844.7703857421875;-11379.66015625
1795.31;-907.245361328125;840.0658569335938;-11382.03125
1795.385;-993.1455078125;885.472412109375;-11384.0400390625
1795.458;-1023.917236328125;856.21435546875;-11387.0517578125
1795.533;-1007.196533203125;801.3988037109375;-11389.982421875
1795.603;-910.1912841796875;780.238037109375;-11392.080078125
1795.681;-894.3466186523438;802.771728515625;-11394.5322265625
1795.754;-980.1473388671875;820.5672607421875;-11397.3583984375
1795.828;-1066.3994140625;852.8659057617188;-11400.9130859375
1795.901;-1059.236328125;826.0211791992188;-11404.0283203125
1795.972;-1006.9364624023438;828.3106689453125;-11406.2099609375
1796.052;-909.956298828125;859.5135498046875;-11409.1640625
1796.124;-915.2103271484375;853.3626098632812;-11411.47265625
